,title,event_date,collect_date,subject,tables,docs,vids,imgs,content
50,BMW 주행 중 화재,2018년 08월 16일 ~ 2018년 09월 10일,2018년 08월 31일 ~ 2018년 09월 10일,기술과학 > 기계공학,460,13,9,43,"BMW 차량의 화재가 2018년 들어 8개월 동안 25대나 발생하자 BMW 측이 자발적 리콜을 결정했다. BMW는 자사의 520d 모델 차량에서 배기가스 재순환장치(EGR)에서 흐르는 냉각수가 새어 엔진 과열을 유발하고 이로 인해 화재가 발생할 수 있다는 자체 조사 결과를 국토교통부에 보고하였다. 국토교통부는 8월 16일자로 긴급안전진단을 받지 않은 BMW 리콜 대상 차량에 대해 점검 및 운행정지 명령을 발동할 것을 각 시·도에 요청하였다. BMW 차량의 화재 발생이 잦아지자 차주들이 BMW 사측에 집단으로 소송을 제기하는가 하면, 아파트나 지하주차장 등에서 BMW 차량의 주차를 거부하거나 통제하는 일이 있기도 하였다."
51,2018 남북정상회담 평양,2018년 09월 18일 ~ 2018년 09월 20일,2018년 09월 17일 ~ 2018년 09월 27일,사회과학 > 정치학,673,5,2,54,"2018 남북정상회담 평양은 2018년 9월 18일부터 9월 20일까지 평양에서 개최되었다. 4월 27일 정상회담에서 문재인 대통령이 평양을 방문하기로 합의하였고, 구체적 일정이 남북고위급회담에서 확정되었다. 문재인 대통령과 김정은 국무위원장은 ‘판문점선언’의 이행 성과를 평가하고, 남북관계 지속 및 발전을 위해 ‘9월 평양공동선언’을 발표하였다. 선언문에서 두 정상은 비무장지대 등 대치지역에서 군사적 적대관계를 종식시키고, 동·서해선 철도 및 도로 연결과 개성공단 및 금강산관광사업 복구 등 경제 협력을 증대시키며, 문화예술분야 교류를 증진시키는 등의 내용에 합의하였다. 북측은 동창리 엔진시험장과 미사일 발사대를 각국 전문가들의 참관 하에 영구적으로 폐기하고, 6·12 북미공동성명에 따라 영변 핵 시설 영구 폐기 등 추가적 조치를 취해나갈 용의를 표명하였다. 남측은 이러한 한반도 비핵화 과정에 긴밀히 협력하기로 하였다. 김정은 국무위원장은 문재인 대통령의 초청에 따라 가까운 시일 내에 서울을 방문하기로 하였다."
52,문화유산 콘텐츠,2014년 01월 01일,2018년 09월 18일 ~ 2018년 10월 04일,역사 > 아시아,203,365,0,495,"문화재청에서는 그 동안 흩어져있던 문화유산 관련 디지털 콘텐츠들을 ‘국가문화유산포털’로 통합하여 2014년 1월 1일부터 서비스 중이다. 이 곳에는 기존의 국가문화유산포털, 사이버문화재탐방, 국가기록유산포털, 문화재청 누리집 등에 분산되어있던 콘텐츠들이 통합되어 제공되며, 문화재청 및 관계기관들이 보유한 디지털 콘텐츠 180만여 건 역시 추가로 포함된다. 이 곳에서는 시각장애인 및 고령자를 위한 음성해설, 청각장애인용 수화와 자막이 지원되며 외국인 및 귀화한국인을 고려해 영어, 중국어, 일본어 자막 역시 서비스한다."
53,2000 남북정상회담,2000년 06월 13일 ~ 2000년 06월 15일,2018년 09월 19일 ~ 2018년 09월 19일,사회과학 > 정치학,4,5,5,20,"1998년 2월 출범한 국민의 정부는 세계적인 탈냉전 흐름에 따라 화해협력정책이 한반도 평화와 안정 확보 및 남북관계 개선의 가장 좋은 방법이라는 판단 하에 경제교류협력을 지속적으로 추진하였다. 2000년 3월 김대중 대통령은 대북경제지원, 평화정착, 이산가족 문제해결 등 한반도 문제 전반을 포괄하는 ‘베를린 선언’을 통해 북한과의 대화 의지를 세계에 천명하고 북한의 반응을 촉구하였다. 이러한 흐름에 북한이 호응하여, 2000년 6월 13일부터 6월 15일까지 김대중 대통령이 평양을 방문하여 북한 김정일 국방위원장과 남북정상회담을 개최하였다. 평양 순안공항에 도착한 김 대통령은 공항에서 북측 인사들의 환대를 받았으며, 백화원초대소에서 김정일 국방위원장과 회담하였다. 6월 15일 두 정상은 남북공동선언을 발표하였다. 선언에는 통일 문제를 자주적으로 해결하고 남측의 연합제 안과 북측의 낮은 단계 연방제 안의 공통성을 인정하고 이 방향으로 통일을 지향해나간다는 방향성을 다짐하며, 이산가족·비전향 장기수 등 인도적 문제의 조속한 처리와 경제교류의 활성화 등을 합의하고 적절한 시기에 김정일 국방위원장이 서울을 방문한다는 내용이 들어갔다."
54,2007 남북정상회담,2007년 10월 02일 ~ 2007년 10월 04일,2018년 10월 10일 ~ 2018년 10월 10일,사회과학 > 정치학,69,5,5,21,"2007년 8월 2일과 3일 양일간 김만복 국정원장과 김양건 통일전선부장이 각각 남북 특사로 만났고 이 과정에서 북한이 정상회담 개최를 제안해왔다. 이에 양측은 8월 28일부터 8월 30일까지 제2차 남북정상회담을 개최하는 것으로 합의하였으나, 북한이 수해 피해로 인해 회담 날짜를 10월 초로 연기할 것을 요청하였다. 노무현 대통령은 10월 2일 도보로 군사분계선을 넘어 한국 대통령으로는 최초로 육로를 통해 평양을 방문하였다. 두 정상은 한반도 비핵화와 평화제체 구축에 동의하였으며, 서해평화협력특별지대·경제협력 등에 합의하고 남북교류를 앞으로도 활발히 해나가기로 다짐하였다."
55,2018 한미정상회담,2018년 09월 25일 ~ 2018년 09월 25일,2018년 09월 28일 ~ 2018년 10월 02일,사회과학 > 정치학,141,1,4,9,"2018년 9월 25일 문재인 대통령은 미국 뉴욕을 방문하여 도널드 트럼프 미국 대통령과 한미정상회담을 개최하였다. 두 정상은 대북제재를 계속하면서도 종전선언, 한반도의 완전 비핵화와 항구적 평화 정착을 위한 공조 방안을 모색하기로 협의하였다. 청와대에 따르면 문재인 대통령은 김정은 북한 국무위원장의 비핵화 의지를 전달하였고, 트럼프 대통령은 회담 결과를 환영하며 김 위원장의 비핵화 의지 재확인을 높이 평가하였다. 2차 북미정상회담 개최에 합의하면서 교착 상태에 빠졌던 북미 관계가 타협점을 찾을 것으로 전망된다. 두 정상은 한·미 FTA에 관한 정상 공동성명을 발표하였으며, 방위비 분담금 등의 문제에 관해서도 심도 있는 대화를 나누었다."
56,2019 FIFA U-20 월드컵,2019년 05월 23일 ~ 2019년 06월 15일,2019년 06월 19일 ~ 2019년 07월 02일,"예술 > 오락, 스포츠",199,1,6,82,"2019 FIFA U-20 월드컵이 2019년 5월 23일부터 6월 15일까지 폴란드에서 개최되었다. 24개국이 조별리그 6개조로 나뉘어 6개 도시 7개 경기장에서 맞붙어 상위 2개 팀과 조 3위 팀들 중 승점 상위 4개팀이 16강에 진출하고, 여기서부터 토너먼트를 진행해 우승팀을 가렸다. 폴란드 중부도시 우치의 스타디온 비데바에서 열린 결승전에서 우크라이나가 한국을 꺾고 우승을 차지했다. 최우수 선수를 지칭하는 골든볼은 대한민국의 이강인, 골키퍼에게 주어지는 골든 글러브는 7경기 4실점에 그친 우크라이나의 안드리 루닌에게 돌아갔다. 조별리그 F조에 배정된 대한민국은 아르헨티나, 포르투갈 등 강팀들이 배정된 F조에서 2승 1패 승점 6, 3득점 2실점으로 2위를 차지해 16강에 진출하고, 이어지는 경기들에서 좋은 모습을 보이며 이번 대회 처음으로 결승까지 진출했으나, 결승전에서 우크라이나에 패배하여 준우승의 성적을 거두었다."
57,2019 남북미정상회담,2019년 06월 30일 ~ 2019년 06월 30일,2019년 07월 04일 ~ 2019년 08월 29일,사회과학 > 정치학,546,1,13,104,"2019 G20 오사카 정상회의 직후 2019년 6월 30일 판문점 평화의 집에서 한국과 북한, 미국 정상 간의 만남이 있었다. 이 회담은 서울에서 진행된 한미정상회담을 위한 도널드 트럼프 미합중국 대통령의 방한 일정 중 성사되었다. 문재인 대통령, 김정은 국무위원장, 도널드 트럼프 대통령이 참석하였다. 갑작스럽게 이루어진 회담이었기 때문에 구체적인 합의가 도출되지는 않았지만, 북미 정상이 1시간 가까이 단독회담을 가졌다. 회담 이후 미국은 2~3주 내에 실무 협상을 준비한 후 실무 전담팀을 북한에 파견하기로 결정했다. 트럼프 대통령은 속도가 중요하지 않고 포괄적 합의가 중요하다고 밝혔다. 이와 별도로 트럼프 대통령과 김정은이 각각 서로를 백악관과 평양에 초청하였다."
58,2019 북미정상회담,2019년 02월 27일 ~ 2019년 02월 28일,2019년 07월 02일 ~ 2019년 07월 10일,사회과학 > 정치학,95,2,31,75,"2019년 2월 27일부터 28일까지 베트남 하노이에서 도널드 트럼프 미국 대통령과 김정은 북한 국무위원회 위원장 간의 정상회담이 개최되었다. 제1차 정상회담 이후로 260일 만에 열린 회담이다. 도널드 트럼프 대통령과 김정은 위원장은 하노이 소피텔 레전드 메트로폴 호텔에서 만났다. 그러나 회담 2일째의 업무 오찬이 돌연 취소됐고, 곧이어 뜻밖에도 회담 결렬이 선언되었다. 최종합의에서 북한은 영변 비핵화를 조건으로 한 대북제재 완전 해제를 제안하였으나, 미국은 영변 외 지역의 다른 핵시설까지도 완전히 비핵화할 것을 조건으로 제시하였다. 선언문은 준비되어 있었으나, 두 의견이 상충하면서 채택이 결렬되었다."
59,2019 한일무역분쟁,2019년 07월 01일,2019년 07월 15일 ~ 2019년 08월 09일,사회과학 > 경제학,368,3,12,66,"2019년 대한민국과 일본의 외교적 마찰이 커지자, 일본이 대한민국에 단행한 공업 소재 수출 규제 조치로 인해 이른바 한일무역분쟁이 발생하였다. 2019년 일제 강제징용 손해배상 사건 배상 판결 및 해당기업 자산 압류 및 매각 명령에 따른 경제제재 조치로 풀이되고 있다. 2019년 7월 1일 일본이 반도체 및 디스플레이 제조 핵심 소재의 수출을 제한하기로 발표하면서 경제제재에 돌입하였다. 추가로 일본 정부는 7월 24일 한국에 대한 무역 백색국가 제외 조치를 시행하겠다고 통보하였고, 결국 8월2일 백색국가에서 제외하기로 결정하였다. 이에 따라 경제에 상당한 타격이 있을 것으로 예상되었으나, 기업들은 빠르게 국산화, 수입처 다변화 등을 시행하였고, 국민들이 자발적으로 시작한 일본 불매운동이 펼쳐지고 있다."
60,3.1운동 및 임시정부100주년 기념,2019년 03월 01일 ~ 2019년 12월 31일,2019년 07월 26일 ~ 2019년 08월 09일,역사 > 아시아,428,4,26,"1,716","1919년 1차 세계대전의 전후 처리를 위한 파리 강화회의가 개막되고 그 사흘 후 고종 황제가 급사하여 국내외 정세가 격변하였다. 이때를 맞아 한국인의 독립 의지를 세계에 알리고자 하는 움직임이 일어났고 도쿄 유학생들의 ‘2.8 독립선언서’ 발표도 있었다. 국내에서는 종교계와 학생들이 독립선언을 준비했고, 1919년 3월 1일 서울을 비롯한 전국 각지에서 독립선언식과 만세시위가 일어났으며, 이러한 3.1운동을 계기로 1919년 9월 11일 대한민국 임시정부가 구성되었다. 이와 같이 3.1운동은 대한민국 임시정부 수립의 계기가 되었을 뿐만 아니라, 대한민국의 정통성이 3.1 운동에 있음을 헌법에도 명시하고 있을 만큼 20세기 한국사는 물론 세계사에서도 중요한 사건으로 평가되고 있다. 2019년은 3.1운동과 대한민국 임시정부 수립 100주년을 맞이하게 되었다."
61,4차 산업혁명,2016년 01월 20일,2019년 08월 20일 ~ 2019년 09월 04일,"기술과학 > 전기공학, 통신공학, 전자공학",113,129,17,1,"1차 산업혁명은 증기기관을 활용하기 시작한 때의 변화를 말하며, 2차 산업혁명은 증기에서 전기와 석유를 활용하게 되는 변화로 20세기 초에 일어난 변화를 말한다. 3차 산업혁명은 20세기 말, 21세기 초에 이루어진 컴퓨터, 인터넷, 인공위성을 발명으로 촉진된 산업혁명으로 정보 혁명이라고도 한다. 이어지는 4차 산업혁명은 인공지능, 빅데이터 등 디지털 기술로 촉발되는 초연결 기반의 지능화 혁명을 의미한다. 특히 네트워크(loT, 5G), 빅데이터(Cloud, Big Data), 인공지능SW(기계학습, 알고리즘) 등 디지털 기술이 각 분야의 기반시설과 융합하여, 급속한 경제, 사회변화를 일으키고 있다."
62,2019 광주세계수영선수권대회,2019년 07월 12일 ~ 2019년 07월 28일,2019년 06월 20일 ~ 2019년 07월 31일,"예술 > 오락, 스포츠",275,10,10,17,"2019 광주 세계수영선수권대회가 7월 12일부터 7월 28일까지 개최되었다. 남부대학교, 조선대학교의 시설과 염주 종합체육관, 여수엑스포 해양공원의 시설을 이용하여 대회가 개최되었고, 경영, 다이빙, 수구, 아티스틱 수영, 오픈워터 수영, 하이다이빙의 6개 종목으로 17일간 치러졌다. 경기결과 중국이 금메달 16개, 은메달 11개, 동메달 3개로 종합 1위를 차지했으며, 미국과 러시아가 그 뒤를 이었다. 한국은 동메달 1개를 거두며 23위의 성적으로 대회를 마쳤다."
63,비엔날레,1995년 09월 20일,2019년 06월 26일 ~ 2019년 10월 31일,예술 > 예술,24,0,0,0,"'비엔날레'는 원래 이탈리아어로 '2년에 한 번'이라는 뜻으로 미술 분야에서는 2년마다 열리는 전시 행사를 의미한다. 1895년 베니스에서 시작된 비엔날레가 유명세를 얻으며 대규모 국제 전시회를 일컫는 말로 널리 쓰이게 되었다. 베니스 비엔날레는 세계 각국의 비엔날레 중 가장 역사가 길고 그 권위를 인정받고 있으며, 세계 각국의 최신 미술 경향을 소개하는 장의 역할을 하고 있다. 한국에서는 1995년에 처음 열린 광주 비엔날레를 시작으로 현대미술 전반을 비롯하여 사진, 건축, 미디어아트 등에 초점을 맞추는 다양한 비엔날레가 개최되고 있다.

<출처>
비엔날레 (세계미술용어사전, 월간미술 https://monthlyart.com/)"
64,전통 재래시장,2019년 01월 01일,2019년 08월 20일 ~ 2019년 08월 24일,사회과학 > 경제학,72,0,0,0,"전통 재래시장은 소상인들이 모여서 갖가지 물건을 직접 판매하는 전통적 구조의 시장을 말한다. 조선시대부터 내려온 3일장, 5일장 같이 사람들이 모여서 열리는 정기시장과 소상인들의 연합체 구조를 갖춘 상설시장이 주류를 이루고 있다. 그러나 2000년대 들어 유통구조와 대중들의 소비 문화가 변화하면서 전통적 방식의 재래시장은 위기를 맞았고 시설 현대화, 시장조합 활성화와 같은 개선과 변화를 추구하고 있다. 위기탈출을 위해 노력하는 전통 재래시장들의 현 주소를 남기고자 한다.

<출처>
전통시장 통통(http://www.sbiz.or.kr/sijangtong/nation.do)"
65,"지소미아(GSOMIA, 한일 군사정보보호협정)",2019년 08월 22일 ~ 2019년 11월 22일,2019년 08월 23일 ~ 2019년 12월 31일,사회과학 > 정치학,540,3,2,0,"지소미아는 2016년 11월 23일에 체결된 대한민국과 일본간의 군사협정으로 정식명칭은 ‘한일 군사정보포괄보호협정’이다. 이 협정은 군사정보 제공과 보호, 이용 등을 규정하며, 해방 및 대한민국 정부 수립 이후 한일 양국이 맺은 첫 번째 군사협정이다. 2012년 이명박 정부에서 처음 협정을 시도하였으나 거센 반대로 인하여 협정은 유보되었다. 이후 2016년 박근혜 정부 말기에 다시 협상이 시작되어 큰 반대에도 불구하고 협정이 체결되었다. 한편 문재인 정부에서는 본협정을 계속 이어나갔으나 2019년 7월 일본의 수출통제 국면을 맞아 2019년 8월 22일 국익에 실효성이 없다고 판단하여 지소미아 종료가 결정되었으나, 발효일인 11월 22일, 일본과의 협상 유지기간 동안의 종료 효력 유예를 결정했다."
66,한국영화,2019년 05월 21일,2019년 05월 29일 ~ 2019년 08월 26일,"예술 > 공연예술, 매체예술",230,0,8,66,"1919년 10월 27일, 우리나라 최초의 상설 영화관인 단성사에서 우리 자본으로 제작된 최초의 연쇄극 <의리적 구토>가 처음 상영되었다. 이를 기념하여 1962년 10월 27일이 ‘영화의 날’로 제정되었으며, 2019년은 그로부터 100년을 맞이하는 뜻깊은 해이다. 한편 이를 축하라도 하듯 봉준호 감독의 영화 <기생충>이 2019년 5월 21일 72회 칸 영화제에서 한국영화 최초로 황금종려상을 수상하였다. 이렇게 뜻깊은 해를 맞아 한국영화와 영화인 그리고 관련 단체들을 재조명해본다."
67,한국 추천여행지,2019년 01월 01일,2019년 08월 23일 ~ 2019년 09월 03일,역사 > 지리,"3,701",0,0,0,"한국의 관광산업은 1970년대에 관광 인프라를 확충해나갔고, 1980년대 들어 3저 호황과 함께 국민 소득수준 상승에 따라 크게 수요가 늘며 성장하였다. 1990년대를 지나면서 아름답고 이국적인 해외여행을 선호하는 사람들도 많아졌지만, 국내 관광도 해외 못지않게 아름답고 특이하며 볼만한 곳이 많다. 그러나 막상 국내 여행을 나서려면 익히 예전부터 들어왔던 유명한 장소들 외에는 크게 와닿는 곳이 없는 것도 사실이다. 따라서 가려져 있던 한국의 많은 관광지와 여행지, 그리고 행사 등을 소개한다."
68,제21대 국회의원 선거(4·15 총선),2020년 04월 15일,2020년 09월 10일 ~ 2020년 10월 10일,사회과학 > 정치학,329,50,0,21,"임기가 2020년 5월 30일부터 2024년 5월 29일까지인 제21대 국회의원을 선출하는 4·15총선이 2020년 4월 15일 수요일에 실시되었다. 코로나바이러스감염증-19 유행 속에서 치러진 4·15총선은 만18세 이상의 유권자가 참여한 첫 선거이자 준연동형 비례대표제가 적용되는 첫 선거였으며, 감염병으로 인한 재외선거 난행으로 선거권 침해 논란이 일기도 하였다."
69,5·18민주화운동 40주년,2020년 05월 18일,2020년 05월 18일 ~ 2020년 10월 10일,역사 > 아시아,165,31,1,37,"5·18 민주화운동은 1980년 5월 18일부터 27일 새벽까지 열흘 동안, 전두환을 정점으로 한 당시 신군부 세력의 진압에 맞서 광주시민과 전남도민이 ‘비상계엄 철폐’, ‘유신세력 척결’등을 외치며 죽음을 무릅쓰고 민주주의 쟁취를 위해 항거한 역사적 사건이다. 항쟁 기간 중 22~26일 닷새 동안은 시민들의 자력으로 계엄군을 물리치고 광주를 해방구로 만들어 세계사에서 그 유래가 드문 자치공동체를 실현하기도 했다. 계엄군에 의해 진압당한 이후 5·18민주화운동은 한때 ‘북한의 사주에 의한 폭동’으로 매도당하기도 했으나 진상규명을 위한 끈질긴 투쟁으로 1996년에는 국가가 기념하는 민주화운동으로, 2001년에는 관련 피해자가 민주화 유공자로, 5·18 묘지가 국립5·18 묘지로 승격되어 그 명예를 온전히 회복하였다. 2020년은 5·18 민주화운동 40주년이 되는 해로, 각지에서 그 의미를 되새기는 행사와 공연을 벌였다."
70,6·25전쟁 70주년,2020년 06월 25일,2020년 04월 29일 ~ 2020년 10월 10일,역사 > 아시아,345,0,4,10,"1950년 6월 25일 새벽, 북한군이 기습적으로 불법 남침을 감행하면서 6·25전쟁이 시작됐다. 6·25전쟁은 국군과 유엔군을 포함해 수많은 사람들의 목숨을 빼앗아갔고, 한반도의 전 국토를 폐허로 만들어 버렸다. 100년이 지나도 재건이 불가능하다고 여겨졌지만 한국인은 잿더미로 변한 불모의 땅에서 한강의 기적을 이뤄냈다. 유엔참전국 군인들이 3년간 한국 땅에서 보여준 희생은 헛되지 않았으며, 오늘날의 대한민국을 있게 한 밑거름이 됐다. 6·25전쟁에는 총 317만 명(국군 127만 명, 미국 등 유엔군 190만 명)이 참전했고 이들의 평균 연령은 88세에 달한다. 6·25전쟁 70주년은 국내외 참전용사가 참여할 수 있는 마지막 10년 주기 행사라는 점에서 의미가 더 깊다. 이에 정부는 2019년 7월 25일 대통령 훈령으로 ‘6·25전쟁 70주년 사업추진위원회 규정’을 제정하고, 2020년 1월 국무총리 소속 6·25전쟁 70주년 사업추진위원회를 공식 출범하였다. 위원장은 민간위원장과 국무총리가 공동으로 맡았고, 문재인 대통령은 김은기 전 공군참모총장을 민간위원장으로 위촉했다."
71,부동산 정책,2020년 05월 06일,2020년 07월 02일 ~ 2020년 10월 10일,사회과학 > 경제학,"1,187",338,0,191,"정부에서 안정적인 주택시장을 만들기 위해 제시한 부동산 관련 모든 정책을 말한다. 집값이 지나치게 오르거나 내리는 경우를 방지하고, 전체적인 주택 물량 공급을 안정적으로 가져가는데 그 목표가 있다."
72,디지털 성범죄,2020년 04월 23일,2020년 07월 09일 ~ 2020년 10월 10일,"사회과학 > 사회학, 사회문제",281,26,29,11,"디지털 기기와 정보통신기술을 매개로 온·오프라인 상에서 발생하는 성 인지(젠더) 기반 폭력이다. 동의 없이 상대의 신체를 촬영하거나 유포·유포협박·저장·전시하는 행위와 사이버 공간에서 타인의 성적 자율권과 인격권을 침해하는 행위를 모두 포괄한다. 현재 범죄로 규정되는 디지털 성폭력은 성적 목적을 위한 불법 촬영, 성적 촬영을 비동의 유포, 통신매체를 이용한 음란행위 등이 있다."
73,체육계 폭력,2020년 06월 22일,2020년 06월 22일 ~ 2020년 10월 10일,"예술 > 오락, 스포츠",231,6,0,1,2020년 6월 22일 故 최숙현 철인3종 선수가 폭력을 휘두른 가해자를 엄벌에 처해줄 것을 바라며 극단적 선택을 했다.
74,기후변화,2020년 08월 01일,2020년 08월 31일 ~ 2022년 05월 01일,자연과학 > 지학,311,347,16,7,"기후변화를 이해하기 위해서는 우선 기후에 대한 이해가 필요하다. ‘날씨’는 매일 우리가 경험하는 기온, 바람, 비 등의 대기 상태를 말하며, ‘기후’는 수십 년 동안 한 지역의 날씨를 평균화한 것이다. ‘기후변화’는 지구온도 상승, 해수면 상승, 이상기후 현상 빈발 등 수십 년 또는 그 이상 지속되는 통계적으로 중요한 기후의 변동을 의미한다."
75,제32회 2020 도쿄올림픽,2021년 07월 23일 ~ 2021년 08월 08일,2020년 11월 03일 ~ 2021년 11월 17일,"예술 > 오락, 스포츠",511,0,0,0,"2021년 7월 23일부터 8월 8일까지 일본 도쿄에서 열린 제32회 하계올림픽으로, 코로나19의 전 세계 확산으로 1년 연기돼 개막된 올림픽이다. 하계 올림픽이 감염병으로 연기된 것은 올림픽 역사 124년 만에 처음 있는 일로, 당초 도쿄올림픽은 2020년 7월 24일부터 8월 9일까지 개최될 예정이었다. 이전까지 3차례(1916 베를린, 1940 도쿄, 1944 런던) 올림픽이 열리지 않은 사례는 있었으나 이는 모두 취소된 대회(세계대전)다. 이번 올림픽 연기 결정으로, 4년 주기로 짝수 해에 열리던 전통도 처음으로 깨지게 됐다. 대회가 1년 연기되어 2021년에 개최되었지만, 대회 명칭은 그대로 '2020 도쿄올림픽'이 사용되었다."
76,녹색미래(Green Future),2015년 12월 12일,2021년 07월 05일 ~ 2022년 12월 31일,자연과학 > 지학,664,0,0,0,"인류는 21세기 들어 기후변화의 시대를 맞으며, 지속가능한 성장에 대한 본격적인 논의에 돌입했다. 2015년 12월 12일 파리에서 열린 21차 유엔 기후변화협약 당사국총회(COP21) 본회의에서 195개 당사국이 채택한 파리기후변화협약이 그러한 논의의 대표적인 결과였다. 이 협약은 산업화 이전 수준 대비 지구 평균온도가 2℃ 이상 상승하지 않도록 온실가스 배출량을 단계적으로 감축하는 내용을 담고 있다. 2020년 11월 4일 파리기후변화협약을 탈퇴했던 미국이 2021년 1월 20일 조 바이든 대통령 취임 첫날 협약에 재가입하면서, 기후변화와 지속가능한 성장에 대한 관심은 재확산하고 있다."
77,제16회 도쿄 패럴림픽,2021년 08월 24일 ~ 2021년 09월 05일,2021년 07월 05일 ~ 2021년 11월 07일,"예술 > 오락, 스포츠",261,0,0,0,"2021년 8월 24일 9월 5일까지 일본 도쿄에서 열린 제16회 하계 패럴림픽으로, 코로나19의 전 세계 확산으로 1년 연기돼 개막되었다. 참가국은 당초 181개국에서 163개국으로 줄었는데, 코로나19의 여파로 사모아, 통가 등이 참가를 포기했고, 그 외 일부 국가들이 국내외 사정을 이유로 불참을 알렸다. 불참국 중에서 이슬람 무장단체 탈레반이 정권을 재장악한 아프가니스탄이 눈길을 끌었다."
78,2021년 대한민국 재보궐선거 (4·7 재보궐선거),2021년 07월 23일 ~ 2021년 08월 08일,2021년 07월 05일 ~ 2021년 11월 17일,사회과학 > 행정학,271,0,0,0,"2020년 7월 10일 박원순 전 서울시장의 임기 중 사망, 오거돈 전 부산시장 자진사퇴 등으로 인해, 재보궐선거가 실시되었다."
79,문화콘텐츠,2021년 01월 01일,2022년 01월 27일 ~ 2022년 12월 31일,"예술 > 공연예술, 매체예술",603,0,0,0,“한류가 아시아와 그 너머 다른 국가들에서도 한국의 문화적 영향력을 확산시켜 한국을 세계적인 무대에 올려놓은 사실은 부정할 수 없다. 한국은 대중문화 수출의 선두 국가 중 하나이다.”
80,누리호,2020년 07월 21일,2020년 09월 08일 ~ 2022년 02월 26일,기술과학 > 기계공학,38,0,0,0,"1957년 소련(지금의 러시아)은 인류 최초의 인공위성인 스푸트니크 1호 발사에 성공했고, 뒤를 이어 미국이 1958년에 익스플로러 1호를 띄워 올렸다. 이후로 세계 각국은 과학 연구 목적의 인공위성, 방송과 통신용 인공위성, 기상 관측용 인공위성, 감시용의 군사 첩보 인공위성 등 다양한 쓰임새의 인공위성을 쏘아 올렸다."
81,2022년 20대 대통령선거(20대 대선),2022년 03월 09일,2021년 09월 01일 ~ 2022년 02월 26일,사회과학 > 행정학,210,0,0,0,"제20대 대통령선거가 2022년 3월 9일 실시된다. 제20대 대통령선거는 18세 이상의 국민으로 선거권이 확장된 이래 두 번째로 치르는 선거이며, 대통령선거로는 첫 번째 선거이다. 선거일에 투표할 수 없는 국민은 사전투표기간(2022.3.4.~3.5.)에 전국 사전투표소 어디에서나 투표할 수 있다. 제20대 대통령 당선인의 임기는 2022년 5월 10일부터 2027년 5월 9일까지로 만 5년이다."
82,도서관,2000년 01월 01일,2021년 08월 01일 ~ 2022년 02월 26일,총류 > 문헌정보학,329,0,0,0,도서관은 도서 및 기타 자료를 수집·정리·보존하여 독자에게 독서·조사·연구·참고·취미 등에 이바지 할 목적으로 조직 운영되는 기관이다.
