,종점,노선ID,노선번호,노선유형,기점
12185,구례공영버스터미널,TSB331000057,7-2,농어촌(일반)버스,구례공영버스터미널
12186,구례공영버스터미널,TSB331000058,7-2,농어촌(일반)버스,구례공영버스터미널
12187,구례공영버스터미널,TSB331000059,7-3,농어촌(일반)버스,구례공영버스터미널
12188,구례공영버스터미널,TSB331000060,7-4,농어촌(일반)버스,구례공영버스터미널
12189,구례공영버스터미널,TSB331000061,7-4,농어촌(일반)버스,구례공영버스터미널
12190,구례공영버스터미널,TSB331000062,7-4,농어촌(일반)버스,구례공영버스터미널
12191,구례공영버스터미널,TSB331000063,7-5,농어촌(일반)버스,구례공영버스터미널
12192,구례공영버스터미널,TSB331000064,7-7,농어촌(일반)버스,구례공영버스터미널
12193,구례공영버스터미널,TSB331000065,7-8,농어촌(일반)버스,구례공영버스터미널
12194,구례공영버스터미널,TSB331000066,7-9,농어촌(일반)버스,구례공영버스터미널
12195,구례공영버스터미널,TSB331000067,7-9,농어촌(일반)버스,구례공영버스터미널
12196,구례공영버스터미널,TSB331000068,7-10,농어촌(일반)버스,구례공영버스터미널
12197,구례공영버스터미널,TSB331000069,10-1,농어촌(일반)버스,구례공영버스터미널
12198,고흥동초교,TSB332000001,1-1,농어촌(일반)버스,고흥터미널
12199,녹동터미널,TSB332000002,1-2,농어촌(일반)버스,고흥터미널
12200,녹동터미널,TSB332000003,1-3,농어촌(일반)버스,녹동터미널
12201,녹동터미널,TSB332000004,1-4,농어촌(일반)버스,녹동터미널
12202,녹동터미널,TSB332000005,1-5,농어촌(일반)버스,녹동터미널
12203,고흥터미널,TSB332000006,1-6,농어촌(일반)버스,고흥터미널
12204,과역터미널,TSB332000007,1-7,농어촌(일반)버스,고흥터미널
12205,과역터미널,TSB332000008,1-8,농어촌(일반)버스,과역터미널
12206,고흥터미널,TSB332000009,1-9,농어촌(일반)버스,녹동터미널
12207,과역터미널,TSB332000010,1-10,농어촌(일반)버스,과역터미널
12208,용암,TSB332000011,1-11,농어촌(일반)버스,과역터미널
12209,송치,TSB332000012,1-12,농어촌(일반)버스,고흥터미널
12210,고흥터미널,TSB332000013,1-13,농어촌(일반)버스,녹동터미널
12211,과역터미널,TSB332000014,2-1,농어촌(일반)버스,우암
12212,과역터미널,TSB332000015,2-2,농어촌(일반)버스,과역터미널
12213,과역터미널,TSB332000016,2-3,농어촌(일반)버스,과역터미널
12214,장선포,TSB332000017,2-4,농어촌(일반)버스,과역터미널
12215,장선포,TSB332000018,2-5,농어촌(일반)버스,장선포
12216,벌교터미널,TSB332000019,2-6,농어촌(일반)버스,장선포
12217,벌교터미널,TSB332000020,2-7,농어촌(일반)버스,벌교터미널
12218,고흥터미널,TSB332000021,2-8,농어촌(일반)버스,벌교터미널
12219,고흥터미널,TSB332000022,2-9,농어촌(일반)버스,고흥터미널
12220,고흥터미널,TSB332000023,2-10,농어촌(일반)버스,고흥터미널
12221,과역터미널,TSB332000024,6-1,농어촌(일반)버스,고흥터미널
12222,고흥터미널,TSB332000025,6-2,농어촌(일반)버스,과역터미널
12223,녹동터미널,TSB332000027,6-4,농어촌(일반)버스,녹동터미널
12224,고흥동초교,TSB332000029,6-6,농어촌(일반)버스,고흥터미널
12225,도화터미널,TSB332000030,6-7,농어촌(일반)버스,고흥터미널
12226,도화터미널,TSB332000031,6-8,농어촌(일반)버스,도화보건소
12227,고흥터미널,TSB332000032,6-9,농어촌(일반)버스,도화고등학교
12228,등암,TSB332000033,6-10,농어촌(일반)버스,고흥터미널
12229,고흥터미널,TSB332000034,4-1,농어촌(일반)버스,고흥터미널
12230,고흥터미널,TSB332000035,4-2,농어촌(일반)버스,고흥터미널
12231,송치,TSB332000036,4-3,농어촌(일반)버스,고흥터미널
12232,벌교터미널,TSB332000037,4-4,농어촌(일반)버스,고흥터미널
12233,벌교터미널,TSB332000038,4-5,농어촌(일반)버스,벌교터미널
12234,벌교터미널,TSB332000039,4-6,농어촌(일반)버스,벌교터미널
12235,벌교터미널,TSB332000040,4-7,농어촌(일반)버스,벌교터미널
12236,고흥터미널,TSB332000041,4-8,농어촌(일반)버스,벌교터미널
12237,고흥동초교,TSB332000042,4-9,농어촌(일반)버스,고흥터미널
12238,염포,TSB332000043,4-10,농어촌(일반)버스,고흥터미널
12239,고흥터미널,TSB332000045,5-1,농어촌(일반)버스,염포종점
12240,고흥터미널,TSB332000046,5-8,농어촌(일반)버스,염포종점
12241,녹동터미널,TSB332000047,5-2,농어촌(일반)버스,고흥터미널
12242,녹동터미널,TSB332000048,5-3,농어촌(일반)버스,녹동터미널
12243,녹동터미널,TSB332000049,5-4,농어촌(일반)버스,녹동터미널
12244,녹동터미널,TSB332000050,5-5,농어촌(일반)버스,녹동터미널
12245,고흥터미널,TSB332000052,5-7,농어촌(일반)버스,고흥터미널
12246,고흥터미널,TSB332000053,3-1,농어촌(일반)버스,고흥터미널
12247,고흥터미널,TSB332000054,3-2,농어촌(일반)버스,고흥터미널
12248,녹동터미널,TSB332000055,3-3,농어촌(일반)버스,고흥터미널
12249,녹동터미널,TSB332000056,3-4,농어촌(일반)버스,녹동터미널
12250,녹동터미널,TSB332000057,3-5,농어촌(일반)버스,녹동터미널
12251,고흥터미널,TSB332000058,3-6,농어촌(일반)버스,녹동터미널
12252,고흥터미널,TSB332000059,3-7,농어촌(일반)버스,고흥터미널
12253,등암,TSB332000060,7-1,농어촌(일반)버스,고흥터미널
12254,도화터미널,TSB332000061,7-2,농어촌(일반)버스,고흥터미널
12255,도화터미널,TSB332000062,7-3,농어촌(일반)버스,도화터미널
12256,과역터미널,TSB332000064,7-5,농어촌(일반)버스,고흥터미널
12257,고흥터미널,TSB332000067,7-8,농어촌(일반)버스,과역터미널
12258,송치,TSB332000068,7-9,농어촌(일반)버스,고흥터미널
12259,벌교터미널,TSB332000069,7-10,농어촌(일반)버스,고흥터미널
12260,벌교터미널,TSB332000070,7-11,농어촌(일반)버스,벌교터미널
12261,대강리,TSB332000071,7-12,농어촌(일반)버스,벌교터미널
12262,대강리,TSB332000073,8-1,농어촌(일반)버스,동편
12263,고흥터미널,TSB332000074,8-2,농어촌(일반)버스,동강
12264,도화터미널,TSB332000076,8-4,농어촌(일반)버스,도화보건소
12265,고흥동초교,TSB332000078,8-6,농어촌(일반)버스,고흥터미널
12266,염포,TSB332000079,8-7,농어촌(일반)버스,고흥터미널
12267,염포,TSB332000080,8-8,농어촌(일반)버스,염포종점
12268,고흥터미널,TSB332000081,8-9,농어촌(일반)버스,염포종점
12269,고흥터미널,TSB332000082,9-1,농어촌(일반)버스,고흥터미널
12270,벌교터미널,TSB332000083,9-2,농어촌(일반)버스,벌교터미널
12271,고흥터미널,TSB332000084,9-3,농어촌(일반)버스,녹동터미널
12272,도화터미널,TSB332000085,9-4,농어촌(일반)버스,도화터미널
12273,고흥터미널,TSB332000086,9-5,농어촌(일반)버스,고흥터미널
12274,등암,TSB332000087,10-1,농어촌(일반)버스,고흥터미널
12275,학림,TSB332000088,10-2,농어촌(일반)버스,고흥터미널
12276,등암,TSB332000089,10-3,농어촌(일반)버스,고흥터미널
12277,과역터미널,TSB332000090,10-4,농어촌(일반)버스,고흥터미널
12278,과역터미널,TSB332000091,10-5,농어촌(일반)버스,과역터미널
12279,과역터미널,TSB332000093,10-7,농어촌(일반)버스,과역터미널
12280,도화터미널,TSB332000096,10-10,농어촌(일반)버스,도화터미널
12281,고흥터미널,TSB332000097,10-11,농어촌(일반)버스,도화터미널
12282,과역터미널,TSB332000098,10-12,농어촌(일반)버스,고흥터미널
12283,고흥동초교,TSB332000099,11-1,농어촌(일반)버스,고흥터미널
12284,고흥동초교,TSB332000100,11-2,농어촌(일반)버스,고흥터미널
12285,도화터미널,TSB332000101,11-3,농어촌(일반)버스,고흥터미널
12286,도화터미널,TSB332000102,11-4,농어촌(일반)버스,도화터미널
12287,고흥터미널,TSB332000103,11-5,농어촌(일반)버스,도화고등학교
12288,녹동터미널,TSB332000106,11-8,농어촌(일반)버스,녹동터미널
12289,도화중고교,TSB332000108,11-10,농어촌(일반)버스,고흥터미널
12290,도화터미널,TSB332000109,11-11,농어촌(일반)버스,도화터미널
12291,고흥터미널,TSB332000110,11-12,농어촌(일반)버스,도화터미널
12292,도화터미널,TSB332000112,11-14,농어촌(일반)버스,도화터미널
12293,고흥터미널,TSB332000113,11-15,농어촌(일반)버스,도화터미널
12294,고흥터미널,TSB332000115,12-1,농어촌(일반)버스,고흥터미널
12295,고흥터미널,TSB332000116,12-2,농어촌(일반)버스,고흥터미널
12296,고흥터미널,TSB332000117,12-3,농어촌(일반)버스,고흥터미널
12297,녹동터미널,TSB332000118,12-4,농어촌(일반)버스,녹동터미널
12298,고흥터미널,TSB332000119,12-5,농어촌(일반)버스,고흥터미널
12299,고흥터미널,TSB332000120,12-6,농어촌(일반)버스,고흥터미널
12300,고흥터미널,TSB332000121,13-1,농어촌(일반)버스,고흥터미널
12301,신금,TSB332000122,13-2,농어촌(일반)버스,고흥터미널
12302,나로도공용터미널,TSB332000123,13-11,농어촌(일반)버스,고흥터미널
12303,염포,TSB332000124,13-3,농어촌(일반)버스,나로도공용터미널
12304,나로도공용터미널,TSB332000125,13-4,농어촌(일반)버스,염포종점
12305,고흥터미널,TSB332000126,13-5,농어촌(일반)버스,나로도공용터미널
12306,고흥터미널,TSB332000127,13-6,농어촌(일반)버스,고흥터미널
12307,서오치,TSB332000129,13-8,농어촌(일반)버스,도화터미널
12308,고흥터미널,TSB332000130,13-9,농어촌(일반)버스,도화터미널
12309,남열,TSB332000131,13-10,농어촌(일반)버스,고흥터미널
12310,고흥터미널,TSB332000132,13-12,농어촌(일반)버스,남열
12311,동강,TSB332000133,13-13,농어촌(일반)버스,고흥터미널
12312,고흥터미널,TSB332000134,14-1,농어촌(일반)버스,동강시장
12313,창포,TSB332000135,14-2,농어촌(일반)버스,고흥터미널
12314,고흥터미널,TSB332000136,14-3,농어촌(일반)버스,나로도공용터미널
12315,고흥터미널,TSB332000137,14-4,농어촌(일반)버스,고흥터미널
12316,고흥터미널,TSB332000138,14-5,농어촌(일반)버스,고흥터미널
12317,고흥터미널,TSB332000139,14-6,농어촌(일반)버스,고흥터미널
12318,간천,TSB332000140,14-7,농어촌(일반)버스,나로도공용터미널
12319,도화터미널,TSB332000141,18-2,농어촌(일반)버스,도화터미널
12320,도화터미널,TSB332000142,18-3,농어촌(일반)버스,도화터미널
12321,성촌,TSB332000144,18-5,농어촌(일반)버스,고흥터미널
12322,고흥동초교,TSB332000145,18-6,농어촌(일반)버스,고흥터미널
12323,고흥동초교,TSB332000146,18-7,농어촌(일반)버스,고흥터미널
12324,간천,TSB332000147,18-8,농어촌(일반)버스,고흥터미널
12325,고흥동초교,TSB332000148,18-9,농어촌(일반)버스,고흥터미널
12326,송치,TSB332000149,18-10,농어촌(일반)버스,고흥터미널
12327,도화터미널,TSB332000151,16-2,농어촌(일반)버스,도화터미널
12328,동강,TSB332000153,16-4,농어촌(일반)버스,고흥터미널
12329,동강,TSB332000154,16-5,농어촌(일반)버스,동강
12330,고흥터미널,TSB332000155,16-6,농어촌(일반)버스,동강
12331,호동,TSB332000159,16-10,농어촌(일반)버스,고흥터미널
12332,벌교터미널,TSB332000160,16-11,농어촌(일반)버스,고흥터미널
12333,동강,TSB332000161,16-12,농어촌(일반)버스,벌교터미널
12334,고흥터미널,TSB332000162,16-13,농어촌(일반)버스,벌교터미널
12335,동강,TSB332000163,17-1,농어촌(일반)버스,동강
12336,녹동터미널,TSB332000166,17-4,농어촌(일반)버스,녹동터미널
12337,고흥터미널,TSB332000167,17-5,농어촌(일반)버스,녹동터미널
12338,송치,TSB332000170,17-8,농어촌(일반)버스,고흥터미널
12339,도화터미널,TSB332000172,17-10,농어촌(일반)버스,도화터미널
12340,동강,TSB332000173,17-11,농어촌(일반)버스,고흥터미널
12341,등암,TSB332000177,18-1,농어촌(일반)버스,고흥터미널
12342,도화터미널,TSB332000178,18-2,농어촌(일반)버스,고흥터미널
12343,녹동터미널,TSB332000180,18-4,농어촌(일반)버스,도화터미널
12344,성촌,TSB332000183,18-7,농어촌(일반)버스,고흥터미널
12345,송치,TSB332000184,18-8,농어촌(일반)버스,고흥터미널
12346,염포,TSB332000185,18-9,농어촌(일반)버스,고흥터미널
12347,고흥터미널,TSB332000186,18-10,농어촌(일반)버스,염포종점
12348,학림,TSB332000187,18-11,농어촌(일반)버스,고흥터미널
12349,고흥동초교,TSB332000188,18-12,농어촌(일반)버스,고흥터미널
12350,과역터미널,TSB332000189,19-1,농어촌(일반)버스,고흥터미널
12351,과역터미널,TSB332000190,19-2,농어촌(일반)버스,과역터미널
12352,과역터미널,TSB332000191,19-3,농어촌(일반)버스,과역터미널
12353,과역터미널,TSB332000195,19-7,농어촌(일반)버스,과역터미널
12354,과역터미널,TSB332000197,19-9,농어촌(일반)버스,과역터미널
12355,과역터미널,TSB332000198,19-10,농어촌(일반)버스,과역터미널
12356,고흥터미널,TSB332000199,19-11,농어촌(일반)버스,과역터미널
12357,남열,TSB332000200,19-12,농어촌(일반)버스,고흥터미널
12358,등암,TSB332000201,19-13,농어촌(일반)버스,고흥터미널
12359,등암,TSB332000203,20-2,농어촌(일반)버스,고흥터미널
12360,학림,TSB332000204,20-3,농어촌(일반)버스,고흥터미널
12361,도화터미널,TSB332000206,20-5,농어촌(일반)버스,도화터미널
12362,벌교터미널,TSB332000209,20-8,농어촌(일반)버스,벌교터미널
12363,고흥터미널,TSB332000213,20-12,농어촌(일반)버스,고흥터미널
12364,고흥동초교,TSB332000214,21-1,농어촌(일반)버스,고흥터미널
12365,송치,TSB332000215,21-2,농어촌(일반)버스,고흥터미널
12366,녹동터미널,TSB332000218,21-5,농어촌(일반)버스,녹동터미널
12367,벌교터미널,TSB332000221,21-8,농어촌(일반)버스,벌교터미널
12368,성촌,TSB332000225,22-1,농어촌(일반)버스,고흥터미널
12369,과역터미널,TSB332000228,22-4,농어촌(일반)버스,과역터미널
12370,과역터미널,TSB332000229,22-5,농어촌(일반)버스,과역터미널
12371,송치,TSB332000231,22-7,농어촌(일반)버스,고흥터미널
12372,녹동터미널,TSB332000233,22-9,농어촌(일반)버스,녹동터미널
12373,등암,TSB332000235,22-11,농어촌(일반)버스,고흥터미널
12374,염포,TSB332000236,22-12,농어촌(일반)버스,고흥터미널
12375,염포,TSB332000237,22-13,농어촌(일반)버스,고흥터미널
12376,고흥터미널,TSB332000238,23-1,농어촌(일반)버스,염포종점
12377,녹동터미널,TSB332000240,23-3,농어촌(일반)버스,녹동터미널
12378,고흥동초교,TSB332000242,23-5,농어촌(일반)버스,고흥터미널
12379,벌교터미널,TSB332000244,23-7,농어촌(일반)버스,벌교터미널
12380,녹동터미널,TSB332000247,23-10,농어촌(일반)버스,녹동터미널
12381,고흥터미널,TSB332000248,23-11,농어촌(일반)버스,녹동터미널
12382,등암,TSB332000249,23-12,농어촌(일반)버스,고흥터미널
12383,녹동터미널,TSB332000250,24-1,농어촌(일반)버스,고흥터미널
12384,고흥터미널,TSB332000251,24-2,농어촌(일반)버스,녹동터미널
12385,벌교터미널,TSB332000252,24-3,농어촌(일반)버스,고흥터미널
12386,벌교터미널,TSB332000253,24-4,농어촌(일반)버스,벌교터미널
12387,등암,TSB332000255,24-6,농어촌(일반)버스,고흥터미널
12388,송치,TSB332000256,24-7,농어촌(일반)버스,고흥터미널
12389,벌교터미널,TSB332000260,25-2,농어촌(일반)버스,벌교터미널
12390,벌교터미널,TSB332000261,25-3,농어촌(일반)버스,벌교터미널
12391,벌교터미널,TSB332000262,25-4,농어촌(일반)버스,벌교터미널
12392,고흥동초교,TSB332000264,25-6,농어촌(일반)버스,고흥터미널
12393,벌교터미널,TSB332000266,25-8,농어촌(일반)버스,벌교터미널
12394,동강,TSB332000267,25-9,농어촌(일반)버스,벌교터미널
12395,간천,TSB332000268,25-10,농어촌(일반)버스,고흥터미널
12396,벌교터미널,TSB332000269,26-1,농어촌(일반)버스,동강
12397,고흥터미널,TSB332000270,26-2,농어촌(일반)버스,벌교터미널
12398,성촌,TSB332000272,26-4,농어촌(일반)버스,고흥터미널
12399,과역터미널,TSB332000274,26-6,농어촌(일반)버스,과역터미널
12400,과역터미널,TSB332000275,26-7,농어촌(일반)버스,과역터미널
12401,과역터미널,TSB332000276,26-8,농어촌(일반)버스,과역터미널
12402,과역터미널,TSB332000277,27-1,농어촌(일반)버스,과역터미널
12403,과역터미널,TSB332000279,27-3,농어촌(일반)버스,과역터미널
12404,녹동터미널,TSB332000282,27-6,농어촌(일반)버스,녹동터미널
12405,녹동터미널,TSB332000283,27-7,농어촌(일반)버스,녹동터미널
12406,학림,TSB332000286,27-10,농어촌(일반)버스,고흥터미널
12407,과역터미널,TSB332000288,28-2,농어촌(일반)버스,과역터미널
12408,과역터미널,TSB332000291,28-5,농어촌(일반)버스,고흥터미널
12409,과역터미널,TSB332000292,28-6,농어촌(일반)버스,과역터미널
12410,과역터미널,TSB332000293,28-7,농어촌(일반)버스,과역터미널
12411,고흥터미널,TSB332000297,28-11,농어촌(일반)버스,벌교터미널
12412,송치,TSB332000298,29-1,농어촌(일반)버스,고흥터미널
12413,등암,TSB332000302,29-5,농어촌(일반)버스,고흥터미널
12414,벌교터미널,TSB332000303,29-6,농어촌(일반)버스,벌교터미널
12415,도화터미널,TSB332000305,29-8,농어촌(일반)버스,고흥터미널
12416,도화터미널,TSB332000306,29-9,농어촌(일반)버스,도화터미널
12417,고흥터미널,TSB332000307,29-10,농어촌(일반)버스,도화터미널
12418,고흥터미널,TSB332000308,30-1,농어촌(일반)버스,도화터미널
12419,녹동터미널,TSB332000309,30-2,농어촌(일반)버스,고흥터미널
12420,녹동터미널,TSB332000310,30-3,농어촌(일반)버스,녹동터미널
12421,염포,TSB332000311,30-4,농어촌(일반)버스,고흥터미널
12422,고흥터미널,TSB332000312,30-5,농어촌(일반)버스,염포종점
12423,도화터미널,TSB332000314,30-7,농어촌(일반)버스,도화터미널
12424,등암,TSB332000316,30-9,농어촌(일반)버스,고흥터미널
12425,도화터미널,TSB332000317,30-10,농어촌(일반)버스,고흥터미널
12426,고흥터미널,TSB332000318,31-1,농어촌(일반)버스,도화터미널
12427,벌교터미널,TSB332000319,31-2,농어촌(일반)버스,벌교터미널
12428,학림,TSB332000321,31-4,농어촌(일반)버스,고흥터미널
12429,도화터미널,TSB332000322,31-5,농어촌(일반)버스,고흥터미널
12430,고흥동초교,TSB332000324,31-7,농어촌(일반)버스,고흥터미널
12431,송치,TSB332000325,31-8,농어촌(일반)버스,고흥터미널
12432,도화터미널,TSB332000327,31-10,농어촌(일반)버스,고흥터미널
12433,도화터미널,TSB332000331,32-3,농어촌(일반)버스,고흥터미널
12434,송치,TSB332000333,32-5,농어촌(일반)버스,고흥터미널
12435,송치,TSB332000339,32-11,농어촌(일반)버스,고흥터미널
12436,녹동터미널,TSB332000346,33-1,농어촌(일반)버스,녹동터미널
12437,고흥동초교,TSB332000351,33-6,농어촌(일반)버스,고흥터미널
12438,고흥동초교,TSB332000353,33-8,농어촌(일반)버스,고흥터미널
12439,녹동터미널,TSB332000357,33-12,농어촌(일반)버스,녹동터미널
12440,녹동터미널,TSB332000359,34-1,농어촌(일반)버스,녹동터미널
12441,등암,TSB332000362,34-4,농어촌(일반)버스,고흥터미널
12442,고흥터미널,TSB332000364,34-6,농어촌(일반)버스,벌교터미널
12443,송치,TSB332000365,34-7,농어촌(일반)버스,고흥터미널
12444,고흥동초교,TSB332000366,34-8,농어촌(일반)버스,고흥터미널
12445,도화터미널,TSB332000368,35-2,농어촌(일반)버스,도화터미널
12446,도화터미널,TSB332000369,35-3,농어촌(일반)버스,도화터미널
12447,고흥터미널,TSB332000370,35-5,농어촌(일반)버스,고흥터미널
12448,고흥터미널,TSB332000371,36-2,농어촌(일반)버스,등암
12449,고흥터미널,TSB332000372,36-3,농어촌(일반)버스,고흥동초교
12450,고흥터미널,TSB332000373,36-5,농어촌(일반)버스,호동
12451,고흥터미널,TSB332000374,36-6,농어촌(일반)버스,간천
12452,과역터미널,TSB332000375,36-7,농어촌(일반)버스,학림
12453,벌교터미널,TSB332000376,36-11,농어촌(일반)버스,학림
12454,초송,TSB337000001,158,농어촌(일반)버스,해남종합버스터미널
12455,해남종합버스터미널,TSB337000002,155,농어촌(일반)버스,초송
12456,초송,TSB337000003,157,농어촌(일반)버스,해남종합버스터미널
12457,해남종합버스터미널,TSB337000004,159,농어촌(일반)버스,초송
12458,해남종합버스터미널,TSB337000005,752,농어촌(일반)버스,해남종합버스터미널
12459,해남종합버스터미널,TSB337000006,721,농어촌(일반)버스,해남종합버스터미널
12460,내동,TSB337000007,732,농어촌(일반)버스,해남종합버스터미널
12461,해남종합버스터미널,TSB337000008,725,농어촌(일반)버스,해남종합버스터미널
12462,해남종합버스터미널,TSB337000009,732,농어촌(일반)버스,해남종합버스터미널
12463,해남종합버스터미널,TSB337000010,505,농어촌(일반)버스,해남종합버스터미널
12464,해남종합버스터미널,TSB337000011,308-7,농어촌(일반)버스,내동
12465,해남종합버스터미널,TSB337000012,2,농어촌(일반)버스,내동
12466,해남종합버스터미널,TSB337000013,2,농어촌(일반)버스,내동
12467,해남종합버스터미널,TSB337000014,533,농어촌(일반)버스,해남종합버스터미널
12468,독천터미널,TSB337000015,562,농어촌(일반)버스,해남종합버스터미널
12469,해남종합버스터미널,TSB337000016,560,농어촌(일반)버스,해남종합버스터미널
12470,해남종합버스터미널,TSB337000017,558,농어촌(일반)버스,해남종합버스터미널
12471,하리,TSB337000018,365,농어촌(일반)버스,우수영
12472,해남종합버스터미널,TSB337000019,555,농어촌(일반)버스,독천터미널
12473,덕흥리,TSB337000020,218,농어촌(일반)버스,해남종합버스터미널
12474,해남종합버스터미널,TSB337000021,557,농어촌(일반)버스,독천터미널
12475,해남종합버스터미널,TSB337000022,560,농어촌(일반)버스,해남종합버스터미널
12476,장춘승강장,TSB337000023,702,농어촌(일반)버스,해남종합버스터미널
12477,해남종합버스터미널,TSB337000024,700,농어촌(일반)버스,해남종합버스터미널
12478,해남종합버스터미널,TSB337000025,710,농어촌(일반)버스,해남종합버스터미널
12479,해남종합버스터미널,TSB337000026,702,농어촌(일반)버스,해남종합버스터미널
12480,해남종합버스터미널,TSB337000027,711,농어촌(일반)버스,장춘승강장
12481,해남종합버스터미널,TSB337000028,703,농어촌(일반)버스,장춘승강장
12482,해남종합버스터미널,TSB337000029,705,농어촌(일반)버스,장춘승강장
12483,해남종합버스터미널,TSB337000030,136,농어촌(일반)버스,해남종합버스터미널
12484,황조,TSB337000031,371-1,농어촌(일반)버스,해남종합버스터미널
12485,해남종합버스터미널,TSB337000032,137,농어촌(일반)버스,해남종합버스터미널
12486,해남종합버스터미널,TSB337000033,137,농어촌(일반)버스,해남종합버스터미널
12487,해남종합버스터미널,TSB337000034,371-2,농어촌(일반)버스,황조
12488,해남종합버스터미널,TSB337000035,532,농어촌(일반)버스,해남종합버스터미널
12489,해남종합버스터미널,TSB337000036,129,농어촌(일반)버스,잠두
12490,해남종합버스터미널,TSB337000037,216,농어촌(일반)버스,해남종합버스터미널
12491,해남종합버스터미널,TSB337000038,216,농어촌(일반)버스,해남종합버스터미널
12492,백포,TSB337000039,100-2,농어촌(일반)버스,해남종합버스터미널
12493,산정정류소,TSB337000040,265,농어촌(일반)버스,해남종합버스터미널
12494,해남종합버스터미널,TSB337000041,310,농어촌(일반)버스,해남종합버스터미널
12495,해남종합버스터미널,TSB337000042,109,농어촌(일반)버스,해남종합버스터미널
12496,해남종합버스터미널,TSB337000043,109,농어촌(일반)버스,해남종합버스터미널
12497,해남종합버스터미널,TSB337000044,290,농어촌(일반)버스,해남종합버스터미널
12498,사구미,TSB337000045,281,농어촌(일반)버스,해남종합버스터미널
12499,해남종합버스터미널,TSB337000046,210,농어촌(일반)버스,해남종합버스터미널
12500,해남종합버스터미널,TSB337000047,106,농어촌(일반)버스,해남종합버스터미널
12501,해남종합버스터미널,TSB337000048,118,농어촌(일반)버스,해남종합버스터미널
12502,해남종합버스터미널,TSB337000049,107,농어촌(일반)버스,해남종합버스터미널
12503,해남종합버스터미널,TSB337000050,707,농어촌(일반)버스,해남종합버스터미널
12504,해남종합버스터미널,TSB337000051,716,농어촌(일반)버스,해남종합버스터미널
12505,해남종합버스터미널,TSB337000052,119,농어촌(일반)버스,해남종합버스터미널
12506,화산면사무소,TSB337000053,198,농어촌(일반)버스,해남종합버스터미널
12507,해남종합버스터미널,TSB337000054,501,농어촌(일반)버스,해남종합버스터미널
12508,해남종합버스터미널,TSB337000055,516,농어촌(일반)버스,해남종합버스터미널
12509,해남종합버스터미널,TSB337000056,506,농어촌(일반)버스,해남종합버스터미널
12510,해남종합버스터미널,TSB337000057,502,농어촌(일반)버스,해남종합버스터미널
12511,해남종합버스터미널,TSB337000058,515,농어촌(일반)버스,해남종합버스터미널
12512,해남종합버스터미널,TSB337000059,133,농어촌(일반)버스,해남종합버스터미널
12513,해남종합버스터미널,TSB337000060,507,농어촌(일반)버스,해남종합버스터미널
12514,해남종합버스터미널,TSB337000061,135,농어촌(일반)버스,해남종합버스터미널
12515,해남종합버스터미널,TSB337000062,500,농어촌(일반)버스,해남종합버스터미널
12516,해남종합버스터미널,TSB337000063,708,농어촌(일반)버스,해남종합버스터미널
12517,해남종합버스터미널,TSB337000064,521,농어촌(일반)버스,해남종합버스터미널
12518,해남종합버스터미널,TSB337000065,519,농어촌(일반)버스,해남종합버스터미널
12519,해남종합버스터미널,TSB337000066,511,농어촌(일반)버스,해남종합버스터미널
12520,해남종합버스터미널,TSB337000067,520,농어촌(일반)버스,해남종합버스터미널
12521,해남종합버스터미널,TSB337000068,522,농어촌(일반)버스,해남종합버스터미널
12522,해남종합버스터미널,TSB337000069,100,농어촌(일반)버스,해남종합버스터미널
12523,해남종합버스터미널,TSB337000070,105,농어촌(일반)버스,해남종합버스터미널
12524,해남종합버스터미널,TSB337000071,359,농어촌(일반)버스,부호
12525,해남종합버스터미널,TSB337000072,185,농어촌(일반)버스,송계
12526,하리,TSB337000073,330,농어촌(일반)버스,해남종합버스터미널
12527,하리,TSB337000074,331,농어촌(일반)버스,해남종합버스터미널
12528,,TSB337000075,130,농어촌(일반)버스,해남종합버스터미널
12529,,TSB337000076,131,농어촌(일반)버스,해남종합버스터미널
12530,해남종합버스터미널,TSB337000077,332,농어촌(일반)버스,하리
12531,해남종합버스터미널,TSB337000078,333,농어촌(일반)버스,하리
12532,해남종합버스터미널,TSB337000079,132,농어촌(일반)버스,목포버스터미널
12533,해남종합버스터미널,TSB337000080,133,농어촌(일반)버스,목포버스터미널
12534,영전,TSB337000081,281,농어촌(일반)버스,해남종합버스터미널
12535,사구미,TSB337000082,290,농어촌(일반)버스,해남종합버스터미널
12536,사구미,TSB337000083,105-2,농어촌(일반)버스,해남종합버스터미널
12537,해남종합버스터미널,TSB337000084,282,농어촌(일반)버스,사구미
12538,해남종합버스터미널,TSB337000085,281,농어촌(일반)버스,해남종합버스터미널
12539,해남종합버스터미널,TSB337000086,285,농어촌(일반)버스,사구미
12540,산정정류소,TSB337000087,5,농어촌(일반)버스,사구미
12541,좌일,TSB337000088,291,농어촌(일반)버스,영전
12542,해남종합버스터미널,TSB337000089,233,농어촌(일반)버스,해남종합버스터미널
12543,산정정류소,TSB337000090,263,농어촌(일반)버스,해남종합버스터미널
12544,해남종합버스터미널,TSB337000091,233,농어촌(일반)버스,해남종합버스터미널
12545,산정정류소,TSB337000092,233,농어촌(일반)버스,해남종합버스터미널
12546,월송자동차여객터미널,TSB337000093,260,농어촌(일반)버스,산정정류소
12547,해남종합버스터미널,TSB337000094,256,농어촌(일반)버스,산정정류소
12548,해남종합버스터미널,TSB337000095,255,농어촌(일반)버스,내장마을
