,종점,노선ID,노선번호,노선유형,기점
12549,해남종합버스터미널,TSB337000096,250,농어촌(일반)버스,송호리
12550,송계,TSB337000097,393,농어촌(일반)버스,해남종합버스터미널
12551,해남종합버스터미널,TSB337000098,202,농어촌(일반)버스,해남종합버스터미널
12552,평호리,TSB337000099,205,농어촌(일반)버스,해남종합버스터미널
12553,해남종합버스터미널,TSB337000100,182,농어촌(일반)버스,송계
12554,해남종합버스터미널,TSB337000101,393-4,농어촌(일반)버스,송계
12555,해남종합버스터미널,TSB337000102,205,농어촌(일반)버스,해남종합버스터미널
12556,해남종합버스터미널,TSB337000103,120,농어촌(일반)버스,해남종합버스터미널
12557,해남종합버스터미널,TSB337000104,526,농어촌(일반)버스,해남종합버스터미널
12558,성전버스터미널,TSB337000105,539,농어촌(일반)버스,해남종합버스터미널
12559,성전버스터미널,TSB337000106,551,농어촌(일반)버스,해남종합버스터미널
12560,해남종합버스터미널,TSB337000107,525,농어촌(일반)버스,해남종합버스터미널
12561,해남종합버스터미널,TSB337000108,2,농어촌(일반)버스,사구미
12562,해남종합버스터미널,TSB337000109,531,농어촌(일반)버스,성전버스터미널
12563,해남종합버스터미널,TSB337000110,530,농어촌(일반)버스,성전버스터미널
12564,해남종합버스터미널,TSB337000111,538,농어촌(일반)버스,해남종합버스터미널
12565,성전버스터미널,TSB337000112,551,농어촌(일반)버스,해남종합버스터미널
12566,중정마을,TSB337000113,188,농어촌(일반)버스,해남종합버스터미널
12567,송계,TSB337000114,190,농어촌(일반)버스,해남종합버스터미널
12568,중정마을,TSB337000115,183,농어촌(일반)버스,해남종합버스터미널
12569,해남종합버스터미널,TSB337000116,189,농어촌(일반)버스,중정마을
12570,해남종합버스터미널,TSB337000117,191,농어촌(일반)버스,송계
12571,해남종합버스터미널,TSB337000118,195,농어촌(일반)버스,중정마을
12572,해남종합버스터미널,TSB337000119,197,농어촌(일반)버스,중정마을
12573,해남종합버스터미널,TSB337000120,196,농어촌(일반)버스,송계
12574,조산,TSB337000121,218,농어촌(일반)버스,해남종합버스터미널
12575,해남종합버스터미널,TSB337000122,221,농어촌(일반)버스,조산
12576,영전,TSB337000123,290,농어촌(일반)버스,해남종합버스터미널
12577,해남종합버스터미널,TSB337000124,288,농어촌(일반)버스,해남종합버스터미널
12578,해남종합버스터미널,TSB337000125,287,농어촌(일반)버스,영전
12579,해남종합버스터미널,TSB337000126,297,농어촌(일반)버스,해남종합버스터미널
12580,해남종합버스터미널,TSB337000127,286,농어촌(일반)버스,해남종합버스터미널
12581,해남종합버스터미널,TSB337000128,103,농어촌(일반)버스,영전
12582,해남종합버스터미널,TSB337000129,288,농어촌(일반)버스,해남종합버스터미널
12583,해남종합버스터미널,TSB337000130,300,농어촌(일반)버스,해남종합버스터미널
12584,해남종합버스터미널,TSB337000131,308,농어촌(일반)버스,해남종합버스터미널
12585,해남종합버스터미널,TSB337000132,302,농어촌(일반)버스,해남종합버스터미널
12586,해남종합버스터미널,TSB337000133,308,농어촌(일반)버스,해남종합버스터미널
12587,해남종합버스터미널,TSB337000134,110,농어촌(일반)버스,징의리
12588,해남종합버스터미널,TSB337000135,308,농어촌(일반)버스,해남종합버스터미널
12589,해남종합버스터미널,TSB337000136,301,농어촌(일반)버스,징의리
12590,하리,TSB337000137,336,농어촌(일반)버스,해남종합버스터미널
12591,해남종합버스터미널,TSB337000138,359,농어촌(일반)버스,하리
12592,해남종합버스터미널,TSB337000139,373,농어촌(일반)버스,하리
12593,해남종합버스터미널,TSB337000140,337,농어촌(일반)버스,하리
12594,해남종합버스터미널,TSB337000141,372,농어촌(일반)버스,하리
12595,하리,TSB337000142,335,농어촌(일반)버스,해남종합버스터미널
12596,하리,TSB337000143,358,농어촌(일반)버스,해남종합버스터미널
12597,남성,TSB337000145,501,농어촌(일반)버스,해남종합버스터미널
12598,해남종합버스터미널,TSB337000146,295,농어촌(일반)버스,남성
12599,해남종합버스터미널,TSB337000147,126,농어촌(일반)버스,해남종합버스터미널
12600,해남종합버스터미널,TSB337000148,125,농어촌(일반)버스,해남종합버스터미널
12601,해남종합버스터미널,TSB337000149,115,농어촌(일반)버스,해남종합버스터미널
12602,해남종합버스터미널,TSB337000150,126,농어촌(일반)버스,당두
12603,해남종합버스터미널,TSB337000151,128,농어촌(일반)버스,당두
12604,우수영,TSB337000152,313,농어촌(일반)버스,해남종합버스터미널
12605,임하,TSB337000153,316,농어촌(일반)버스,해남종합버스터미널
12606,해남종합버스터미널,TSB337000154,315,농어촌(일반)버스,임하
12607,해남종합버스터미널,TSB337000155,315,농어촌(일반)버스,우수영
12608,해남종합버스터미널,TSB337000156,315,농어촌(일반)버스,임하
12609,산두,TSB337000157,151,농어촌(일반)버스,해남종합버스터미널
12610,산두,TSB337000158,161,농어촌(일반)버스,해남종합버스터미널
12611,해남종합버스터미널,TSB337000159,156,농어촌(일반)버스,산두
12612,해남종합버스터미널,TSB337000160,153,농어촌(일반)버스,산두
12613,남창버스터미널,TSB337000161,723,농어촌(일반)버스,해남종합버스터미널
12614,해남종합버스터미널,TSB337000162,728,농어촌(일반)버스,해남종합버스터미널
12615,해남종합버스터미널,TSB337000163,729,농어촌(일반)버스,남창
12616,해남종합버스터미널,TSB337000164,151,농어촌(일반)버스,해남종합버스터미널
12617,박정승강장,TSB337000165,269,농어촌(일반)버스,해남종합버스터미널
12618,박정승강장,TSB337000166,267,농어촌(일반)버스,해남종합버스터미널
12619,해남종합버스터미널,TSB337000167,280,농어촌(일반)버스,박정승강장
12620,해남종합버스터미널,TSB337000168,279,농어촌(일반)버스,박정승강장
12621,송평,TSB337000169,143,농어촌(일반)버스,해남종합버스터미널
12622,해남종합버스터미널,TSB337000170,143-1,농어촌(일반)버스,송평
12623,해남종합버스터미널,TSB337000171,219,농어촌(일반)버스,해남종합버스터미널
12624,해남종합버스터미널,TSB337000172,2,농어촌(일반)버스,덕흥리
12625,하리,TSB337000173,351,농어촌(일반)버스,하리
12626,우수영,TSB337000174,362,농어촌(일반)버스,하리
12627,하리,TSB337000175,350,농어촌(일반)버스,하리
12628,하리,TSB337000176,350,농어촌(일반)버스,하리
12629,하리,TSB337000177,371,농어촌(일반)버스,하리
12630,하리,TSB337000178,371,농어촌(일반)버스,하리
12631,하리,TSB337000179,375,농어촌(일반)버스,하리
12632,하리,TSB337000180,371,농어촌(일반)버스,하리
12633,하리,TSB337000181,346,농어촌(일반)버스,하리
12634,하리,TSB337000182,347,농어촌(일반)버스,하리
12635,하리,TSB337000183,357,농어촌(일반)버스,하리
12636,하리,TSB337000184,339,농어촌(일반)버스,하리
12637,하리,TSB337000185,350,농어촌(일반)버스,하리
12638,매부리,TSB337000186,310,농어촌(일반)버스,해남종합버스터미널
12639,매부리,TSB337000187,391-1,농어촌(일반)버스,해남종합버스터미널
12640,해남종합버스터미널,TSB337000188,312,농어촌(일반)버스,매부리
12641,해남종합버스터미널,TSB337000189,391-1,농어촌(일반)버스,매부리
12642,내장마을,TSB337000190,301,농어촌(일반)버스,해남종합버스터미널
12643,산정정류소,TSB337000191,258,농어촌(일반)버스,월송
12644,우수영,TSB337000192,369,농어촌(일반)버스,하리
12645,하리,TSB337000193,377,농어촌(일반)버스,우수영
12646,남성,TSB337000194,293,농어촌(일반)버스,해남종합버스터미널
12647,매부리,TSB337000195,312,농어촌(일반)버스,매부리
12648,우수영,TSB337000196,322,농어촌(일반)버스,해남종합버스터미널
12649,해남종합버스터미널,TSB337000197,323,농어촌(일반)버스,우수영
12650,매부리,TSB337000198,310,농어촌(일반)버스,해남종합버스터미널
12651,하리,TSB337000201,370,농어촌(일반)버스,하리
12652,독천터미널,TSB337000202,533,농어촌(일반)버스,해남종합버스터미널
12653,해남종합버스터미널,TSB337000203,281,농어촌(일반)버스,해남종합버스터미널
12654,해남종합버스터미널,TSB337000205,281,농어촌(일반)버스,해남종합버스터미널
12655,사구미,TSB337000206,288,농어촌(일반)버스,해남종합버스터미널
12656,해남종합버스터미널,TSB337000207,2,농어촌(일반)버스,사구미
12657,해남종합버스터미널,TSB337000208,2,농어촌(일반)버스,사구미
12658,해남종합버스터미널,TSB337000209,221,농어촌(일반)버스,덕흥리
12659,해남종합버스터미널,TSB337000210,2,농어촌(일반)버스,영전
12660,해남종합버스터미널,TSB337000211,750,농어촌(일반)버스,좌일
12661,내장마을,TSB337000212,233,농어촌(일반)버스,해남종합버스터미널
12662,해남종합버스터미널,TSB337000213,515,농어촌(일반)버스,해남종합버스터미널
12663,해남종합버스터미널,TSB337000214,550,농어촌(일반)버스,성전버스터미널
12664,하리,TSB337000215,367,농어촌(일반)버스,우수영
12665,해남종합버스터미널,TSB337000216,336,농어촌(일반)버스,해남종합버스터미널
12666,해남종합버스터미널,TSB337000217,338,농어촌(일반)버스,하리
12667,상공리,TSB337000220,139,농어촌(일반)버스,해남종합버스터미널
12668,해남종합버스터미널,TSB337000221,2,농어촌(일반)버스,상공리
12669,내장마을,TSB337000222,253,농어촌(일반)버스,산정정류소
12670,내장마을,TSB337000223,253,농어촌(일반)버스,산정정류소
12671,산정정류소,TSB337000224,259,농어촌(일반)버스,산정정류소
12672,산정정류소,TSB337000225,255,농어촌(일반)버스,내장마을
12673,산정정류소,TSB337000226,255,농어촌(일반)버스,내장마을
12674,해남종합버스터미널,TSB337000227,255,농어촌(일반)버스,산정정류소
12675,해남종합버스터미널,TSB337000228,251,농어촌(일반)버스,산정정류소
12676,산정정류소,TSB337000229,237,농어촌(일반)버스,내장마을
12677,송호리,TSB337000230,252,농어촌(일반)버스,산정정류소
12678,산정정류소,TSB337000231,252,농어촌(일반)버스,산정정류소
12679,송계,TSB337000232,192,농어촌(일반)버스,해남종합버스터미널
12680,해남종합버스터미널,TSB337000233,187,농어촌(일반)버스,화산면사무소
12681,좌일,TSB337000234,298,농어촌(일반)버스,남성
12682,징의리,TSB337000235,311,농어촌(일반)버스,매부리
12683,중정마을,TSB337000236,193,농어촌(일반)버스,해남종합버스터미널
12684,송계,TSB337000237,186,농어촌(일반)버스,해남종합버스터미널
12685,산정정류소,TSB337000238,239,농어촌(일반)버스,해남종합버스터미널
12686,초송,TSB337000239,158,농어촌(일반)버스,해남종합버스터미널
12687,해남종합버스터미널,TSB337000240,155,농어촌(일반)버스,초송
12688,초송,TSB337000241,157,농어촌(일반)버스,해남종합버스터미널
12689,해남종합버스터미널,TSB337000242,159,농어촌(일반)버스,초송
12690,해남종합버스터미널,TSB337000243,752,농어촌(일반)버스,해남종합버스터미널
12691,해남종합버스터미널,TSB337000244,721,농어촌(일반)버스,해남종합버스터미널
12692,내동,TSB337000245,732,농어촌(일반)버스,해남종합버스터미널
12693,해남종합버스터미널,TSB337000246,725,농어촌(일반)버스,해남종합버스터미널
12694,해남종합버스터미널,TSB337000247,732,농어촌(일반)버스,해남종합버스터미널
12695,해남종합버스터미널,TSB337000248,505,농어촌(일반)버스,해남종합버스터미널
12696,해남종합버스터미널,TSB337000250,2,농어촌(일반)버스,내동
12697,해남종합버스터미널,TSB337000251,2,농어촌(일반)버스,내동
12698,해남종합버스터미널,TSB337000252,533,농어촌(일반)버스,해남종합버스터미널
12699,독천터미널,TSB337000253,562,농어촌(일반)버스,해남종합버스터미널
12700,해남종합버스터미널,TSB337000254,560,농어촌(일반)버스,해남종합버스터미널
12701,해남종합버스터미널,TSB337000255,558,농어촌(일반)버스,해남종합버스터미널
12702,하리,TSB337000256,365,농어촌(일반)버스,우수영
12703,해남종합버스터미널,TSB337000257,555,농어촌(일반)버스,독천터미널
12704,덕흥리,TSB337000258,218,농어촌(일반)버스,해남종합버스터미널
12705,해남종합버스터미널,TSB337000259,557,농어촌(일반)버스,독천터미널
12706,해남종합버스터미널,TSB337000260,560,농어촌(일반)버스,해남종합버스터미널
12707,장춘승강장,TSB337000261,702,농어촌(일반)버스,해남종합버스터미널
12708,해남종합버스터미널,TSB337000262,700,농어촌(일반)버스,해남종합버스터미널
12709,해남종합버스터미널,TSB337000263,710,농어촌(일반)버스,해남종합버스터미널
12710,해남종합버스터미널,TSB337000264,702,농어촌(일반)버스,해남종합버스터미널
12711,해남종합버스터미널,TSB337000265,711,농어촌(일반)버스,장춘승강장
12712,해남종합버스터미널,TSB337000266,703,농어촌(일반)버스,장춘승강장
12713,해남종합버스터미널,TSB337000267,705,농어촌(일반)버스,장춘승강장
12714,해남종합버스터미널,TSB337000268,136,농어촌(일반)버스,해남종합버스터미널
12715,해남종합버스터미널,TSB337000270,137,농어촌(일반)버스,해남종합버스터미널
12716,해남종합버스터미널,TSB337000271,137,농어촌(일반)버스,해남종합버스터미널
12717,해남종합버스터미널,TSB337000273,532,농어촌(일반)버스,해남종합버스터미널
12718,해남종합버스터미널,TSB337000275,216,농어촌(일반)버스,해남종합버스터미널
12719,해남종합버스터미널,TSB337000276,216,농어촌(일반)버스,해남종합버스터미널
12720,산정정류소,TSB337000278,265,농어촌(일반)버스,해남종합버스터미널
12721,해남종합버스터미널,TSB337000279,310,농어촌(일반)버스,해남종합버스터미널
